"Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price"
"BMW 6 Series Gran Coupe","Delhi","2013.0","21000.0","Diesel","Automatic","Second","17.54 kmpl","2993 CC","313 bhp","4.0","44.0"
"Maruti SX4 Green Vxi (CNG)","Mumbai","2014.0","53000.0","CNG","Manual","First","22.1 km/kg","1586 CC","85.7 bhp","5.0","3.26"
"Hyundai Verna 1.4 VTVT","Bangalore","2016.0","36000.0","Petrol","Manual","First","17.43 kmpl","1396 CC","105.5 bhp","5.0","8.0"
"Maruti Swift Dzire ZDI","Ahmedabad","2012.0","56121.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","4.25"
"Maruti Swift VDI","Pune","2018.0","30000.0","Diesel","Manual","First","28.4 kmpl","1248 CC","74 bhp","5.0","6.0"
"Skoda Octavia 2.0 TDI AT Style Plus","Kochi","2016.0","31021.0","Diesel","Automatic","First","19.5 kmpl","1968 CC","141 bhp","5.0","16.61"
"Renault Duster 110PS Diesel RxL","Coimbatore","2013.0","52600.0","Diesel","Manual","First","19.6 kmpl","1461 CC","108.45 bhp","5.0","7.26"
"Mahindra Scorpio 2.6 CRDe","Bangalore","2005.0","60000.0","Diesel","Manual","First","10.5 kmpl","2179 CC","120 bhp","8.0","4.0"
"BMW 5 Series 2013-2017 520d Luxury Line","Ahmedabad","2016.0","44001.0","Diesel","Automatic","First","18.12 kmpl","1995 CC","190 bhp","5.0","34.51"
"Maruti Wagon R VXI BSIII","Chennai","2003.0","101000.0","Petrol","Manual","Third","17.3 kmpl","1061 CC","64 bhp","5.0","0.95"
"Maruti Wagon R LXI BSIII","Hyderabad","2007.0","84169.0","Petrol","Manual","First","14.0 kmpl","1061 CC","64 bhp","5.0","2.2"
"Hyundai i20 Sportz 1.2","Mumbai","2017.0","14001.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","5.75"
"Hyundai Santro Xing XO CNG","Pune","2005.0","100000.0","CNG","Manual","Third","17.0 km/kg","1086 CC","null bhp","5.0","1.2"
"Land Rover Discovery SE 3.0 TD6","Delhi","2016.0","59000.0","Diesel","Automatic","First","18.0 kmpl","2993 CC","255 bhp","7.0","36.75"
"Mercedes-Benz New C-Class 230 Avantgarde","Hyderabad","2009.0","29000.0","Petrol","Automatic","Second","11.7 kmpl","1796 CC","178 bhp","5.0","10.0"
"BMW 5 Series 520d Sedan","Kochi","2014.0","64158.0","Diesel","Automatic","First","18.48 kmpl","","","","17.89"
"Nissan Sunny 2011-2014 Diesel XV","Mumbai","2012.0","38800.0","Diesel","Manual","First","21.64 kmpl","1461 CC","84.8 bhp","5.0","4.05"
"Audi Q7 3.0 TDI quattro","Hyderabad","2011.0","98000.0","Diesel","Automatic","First","12.07 kmpl","2967 CC","241.4 bhp","7.0","22.0"
"Mercedes-Benz CLA 200 CDI Sport","Coimbatore","2017.0","20969.0","Diesel","Automatic","First","17.9 kmpl","2143 CC","136 bhp","5.0","27.87"
"Maruti Vitara Brezza ZDi","Kolkata","2018.0","2900.0","Diesel","Manual","First","24.3 kmpl","1248 CC","88.5 bhp","5.0","8.75"
"Maruti Swift Dzire Vdi BSIV","Hyderabad","2016.0","69000.0","Diesel","Manual","First","19.3 kmpl","1248 CC","73.9 bhp","5.0","4.79"
"Skoda Rapid 1.5 TDI Ambition","Coimbatore","2018.0","5833.0","Diesel","Manual","First","21.13 kmpl","1498 CC","108.4 bhp","5.0","11.92"
"Audi Q7 35 TDI Quattro Technology","Coimbatore","2016.0","28733.0","Diesel","Automatic","Second","12.07 kmpl","2967 CC","241.4 bhp","7.0","53.11"
"Maruti Wagon R LXI","Jaipur","2006.0","145000.0","Petrol","Manual","First","18.9 kmpl","998 CC","67.1 bhp","5.0","1.15"
"Honda City i DTEC VX Option","Pune","2014.0","71000.0","Diesel","Manual","First","25.1 kmpl","1498 CC","98.6 bhp","5.0","7.45"
"Hyundai EON Magna Plus","Jaipur","2017.0","12000.0","Petrol","Manual","First","21.1 kmpl","814 CC","55.2 bhp","5.0","3.5"
"Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade","Kochi","2018.0","21603.0","Diesel","Automatic","First","13.0 kmpl","2987 CC","265 bhp","5.0","70.15"
"Hyundai Santro GLS II - Euro II","Bangalore","2011.0","65000.0","Petrol","Manual","Second","0.0 kmpl","","","","3.15"
"BMW 3 Series 320d","Hyderabad","2013.0","58000.0","Diesel","Automatic","First","13.2 kmpl","1995 CC","170 bhp","5.0","19.5"
"BMW 3 Series 318i Sedan","Pune","2012.0","39000.0","Petrol","Automatic","Second","12.05 kmpl","1995 CC","154 bhp","5.0","15.0"
"Mahindra NuvoSport N8","Coimbatore","2017.0","37712.0","Diesel","Manual","First","17.45 kmpl","1493 CC","100 bhp","7.0","7.57"
"Maruti Ritz VXi","Hyderabad","2012.0","68000.0","Petrol","Manual","First","18.5 kmpl","1197 CC","85.80 bhp","5.0","4.4"
"BMW X6 xDrive 40d M Sport","Chennai","2016.0","25000.0","Diesel","Automatic","First","15.87 kmpl","2993 CC","308.43 bhp","5.0","60.0"
"Chevrolet Beat LT","Kolkata","2010.0","30000.0","Petrol","Manual","First","18.6 kmpl","1199 CC","79.4 bhp","5.0","1.6"
"Maruti Swift Dzire VXI","Pune","2014.0","68218.0","Petrol","Manual","First","19.1 kmpl","1197 CC","85.8 bhp","5.0","4.9"
"Maruti Ertiga ZDI","Delhi","2014.0","52000.0","Diesel","Manual","First","20.77 kmpl","1248 CC","88.8 bhp","7.0","5.95"
"Renault Duster 85PS Diesel RxL","Coimbatore","2015.0","63591.0","Diesel","Manual","First","20.45 kmpl","1461 CC","83.8 bhp","5.0","5.35"
"Honda Amaze VX AT i-Vtech","Hyderabad","2014.0","57937.0","Petrol","Automatic","First","15.5 kmpl","1198 CC","86.7 bhp","5.0","5.4"
"Audi A4 2.0 TDI Premium Sport Limited Edition","Coimbatore","2015.0","21979.0","Diesel","Automatic","First","17.11 kmpl","1968 CC","174.33 bhp","5.0","23.45"
"Skoda Octavia Ambiente 1.9 TDI MT","Hyderabad","2002.0","99000.0","Diesel","Manual","Second","18.7 kmpl","1896 CC","66 bhp","5.0","1.9"
"Honda Amaze E i-Dtech","Pune","2016.0","62000.0","Diesel","Manual","First","25.8 kmpl","1498 CC","98.6 bhp","5.0","6.1"
"Toyota Innova 2.5 EV Diesel MS 8 Str BSIII","Mumbai","2006.0","127001.0","Diesel","Manual","First","12.8 kmpl","2494 CC","102 bhp","8.0","4.95"
"Hyundai EON D Lite Plus","Hyderabad","2013.0","84600.0","Petrol","Manual","Second","21.1 kmpl","814 CC","55.2 bhp","5.0","2.5"
"Datsun redi-GO T Option","Kochi","2018.0","30953.0","Petrol","Manual","First","22.7 kmpl","799 CC","53.64 bhp","5.0","3.48"
"Maruti Swift VDI","Chennai","2012.0","78000.0","Diesel","Manual","First","22.9 kmpl","1248 CC","74 bhp","5.0","4.4"
"Mitsubishi Pajero 2.8 GLX Sports","Hyderabad","2008.0","85000.0","Diesel","Manual","First","9.5 kmpl","2835 CC","118.6 bhp","6.0","7.99"
"Volvo S80 D5","Hyderabad","2008.0","79000.0","Diesel","Automatic","First","13.1 kmpl","2400 CC","215 bhp","5.0","10.99"
"Toyota Fortuner 4x2 AT","Delhi","2014.0","79000.0","Diesel","Automatic","First","12.55 kmpl","2982 CC","168.5 bhp","7.0","18.5"
"Jeep Compass 2.0 Limited 4X4","Coimbatore","2018.0","48188.0","Diesel","Manual","First","16.3 kmpl","1956 CC","170 bhp","5.0","21.69"
"Maruti Swift Dzire VDI","Coimbatore","2014.0","67557.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","5.17"
"Hyundai Verna 1.6 SX","Delhi","2011.0","103814.0","Diesel","Manual","Second","22.32 kmpl","1582 CC","126.32 bhp","5.0","4.5"
"Mahindra Scorpio VLX 2WD BSIV","Kolkata","2014.0","45128.0","Diesel","Manual","First","12.05 kmpl","2179 CC","120 bhp","8.0","6.75"
"Hyundai i10 Era","Kochi","2013.0","56075.0","Petrol","Manual","First","19.81 kmpl","1086 CC","68.05 bhp","5.0","3.12"
"Toyota Innova 2.5 G (Diesel) 8 Seater","Hyderabad","2011.0","166000.0","Diesel","Manual","First","12.99 kmpl","2494 CC","100.6 bhp","8.0","8.25"
"Toyota Innova Crysta 2.8 ZX AT","Coimbatore","2017.0","65367.0","Diesel","Automatic","First","11.36 kmpl","2755 CC","171.5 bhp","7.0","20.14"
"Toyota Innova 2.5 G (Diesel) 8 Seater","Hyderabad","2013.0","114708.0","Diesel","Manual","First","12.99 kmpl","2494 CC","100 bhp","8.0","12.6"
"Maruti Swift Dzire ZDI","Kochi","2015.0","35082.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","6.61"
"Hyundai Creta 1.6 CRDi AT SX Plus","Kochi","2016.0","38593.0","Diesel","Automatic","First","17.01 kmpl","1582 CC","126.2 bhp","5.0","13.23"
"Toyota Innova 2.5 G (Diesel) 8 Seater BS IV","Mumbai","2008.0","70700.0","Diesel","Manual","First","12.99 kmpl","2494 CC","100 bhp","8.0","4.75"
"Volkswagen Vento Diesel Highline","Mumbai","2011.0","83000.0","Diesel","Manual","Second","20.54 kmpl","1598 CC","103.6 bhp","5.0","2.9"
"Chevrolet Tavera LS B3 10 Seats BSIII","Hyderabad","2015.0","120000.0","Diesel","Manual","First","14.8 kmpl","2499 CC","80 bhp","10.0","5.5"
"Mahindra Ssangyong Rexton RX7","Kochi","2014.0","91586.0","Diesel","Automatic","Second","11.18 kmpl","2696 CC","184 bhp","7.0","9.47"
"Hyundai i10 Magna","Mumbai","2008.0","38235.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","1.95"
"Hyundai i10 Sportz 1.2","Kolkata","2011.0","37000.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","2.2"
"Hyundai Santro Xing XG eRLX Euro III","Mumbai","2006.0","50888.0","Petrol","Manual","First","17.0 kmpl","1086 CC","null bhp","5.0","1.15"
"Honda Amaze S i-Vtech","Bangalore","2013.0","44000.0","Petrol","Manual","Second","18.0 kmpl","1198 CC","86.7 bhp","5.0","4.35"
"Maruti Celerio ZXI AT","Pune","2016.0","54000.0","Petrol","Automatic","First","23.1 kmpl","998 CC","67.04 bhp","5.0","4.5"
"Hyundai Grand i10 Asta","Chennai","2013.0","90000.0","Petrol","Manual","First","18.9 kmpl","1197 CC","82 bhp","5.0","3.55"
"Maruti Swift Dzire VDi","Kolkata","2015.0","35000.0","Diesel","Manual","First","19.3 kmpl","1248 CC","73.9 bhp","5.0","4.75"
"Hyundai i10 Sportz","Coimbatore","2012.0","47324.0","Petrol","Manual","Second","20.36 kmpl","1197 CC","78.9 bhp","5.0","4.52"
"BMW X1 sDrive 20d Exclusive","Mumbai","2012.0","65148.0","Diesel","Automatic","First","15.06 kmpl","1995 CC","177 bhp","5.0","12.75"
"Audi A4 2.0 TDI 177 Bhp Premium Plus","Coimbatore","2014.0","57773.0","Diesel","Automatic","Second","17.11 kmpl","1968 CC","174.33 bhp","5.0","20.04"
"Nissan Terrano XL 85 PS","Bangalore","2014.0","87000.0","Diesel","Manual","First","20.45 kmpl","1461 CC","83.8 bhp","5.0","6.5"
"Mitsubishi Montero 3.2 GLS","Chennai","2007.0","179032.0","Diesel","Manual","First","11.56 kmpl","3200 CC","199.3 bhp","7.0","7.5"
"Maruti Wagon R VXI AMT","Mumbai","2016.0","8000.0","Petrol","Automatic","First","22.5 kmpl","998 CC","67 bhp","5.0","4.15"
"Honda Civic 2006-2010 1.8 (E) MT","Hyderabad","2007.0","77000.0","Petrol","Manual","First","13.5 kmpl","1799 CC","130 bhp","5.0","2.5"
"Hyundai i20 2015-2017 Magna 1.2","Pune","2016.0","20600.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","5.4"
"Maruti Alto K10 VXI","Mumbai","2016.0","13198.0","Petrol","Manual","First","24.07 kmpl","998 CC","67.1 bhp","5.0","3.15"
"Audi Q7 35 TDI Quattro Technology","Bangalore","2015.0","21000.0","Diesel","Automatic","Second","12.07 kmpl","2967 CC","241.4 bhp","7.0","52.5"
"Hyundai i20 Sportz Option 1.2","Delhi","2016.0","38000.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","5.95"
"Tata Tiago AMT 1.2 Revotron XZA","Coimbatore","2019.0","15379.0","Petrol","Automatic","First","23.84 kmpl","1199 CC","83.83 bhp","5.0","6.97"
"Hyundai i10 Sportz 1.2","Hyderabad","2011.0","60000.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","3.2"
"Hyundai Santro Xing XP","Pune","2007.0","70000.0","Petrol","Manual","First","0.0 kmpl","1086 CC","null bhp","5.0","1.12"
"Renault Duster 85PS Diesel RxL Optional","Bangalore","2013.0","75371.0","Diesel","Manual","First","20.46 kmpl","1461 CC","83.8 bhp","5.0","6.69"
"Tata Xenon XT EX 4X4","Bangalore","2014.0","60000.0","Diesel","Manual","Second","13.49 kmpl","2179 CC","138.03 bhp","5.0","5.9"
"Hyundai i20 Magna","Kolkata","2009.0","30675.0","Petrol","Manual","First","18.5 kmpl","1197 CC","80 bhp","5.0","2.25"
"Maruti Swift Dzire VDI","Kolkata","2013.0","22000.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","4.5"
"Hyundai EON Magna","Pune","2015.0","55000.0","Petrol","Manual","First","22.0 kmpl","814 CC","55 bhp","5.0","2.61"
"Mercedes-Benz New C-Class 220 CDI AT","Jaipur","2010.0","74213.0","Diesel","Automatic","First","14.84 kmpl","2143 CC","170 bhp","5.0","11.5"
"Mini Cooper Convertible S","Mumbai","2016.0","15000.0","Petrol","Automatic","First","16.82 kmpl","1998 CC","189.08 bhp","4.0","35.0"
"Tata Nano Cx","Jaipur","2010.0","57000.0","Petrol","Manual","First","26.0 kmpl","624 CC","35 bhp","4.0","0.5"
"Maruti Ciaz ZDi Plus","Kolkata","2015.0","62144.0","Diesel","Manual","Second","26.21 kmpl","1248 CC","88.5 bhp","5.0","5.75"
"Hyundai Verna CRDi 1.6 SX Option","Pune","2017.0","50000.0","Diesel","Manual","First","22.0 kmpl","1582 CC","126.2 bhp","5.0","11.5"
"Hyundai EON Era Plus","Jaipur","2015.0","38000.0","Petrol","Manual","First","21.1 kmpl","814 CC","55.2 bhp","5.0","2.75"
"BMW 5 Series 2013-2017 520d Luxury Line","Chennai","2016.0","30000.0","Diesel","Automatic","Second","18.12 kmpl","1995 CC","190 bhp","5.0","31.5"
"Honda Brio S MT","Kochi","2016.0","38735.0","Petrol","Manual","First","19.4 kmpl","1198 CC","86.8 bhp","5.0","4.92"
"Maruti Ritz VDi","Pune","2012.0","23598.0","Diesel","Manual","First","23.2 kmpl","1248 CC","73.94 bhp","5.0","3.52"
"BMW 3 Series 320d Prestige","Chennai","2014.0","70000.0","Diesel","Automatic","First","18.88 kmpl","1995 CC","184 bhp","5.0","17.55"
"Maruti Swift Dzire LDI","Pune","2016.0","39000.0","Diesel","Manual","First","26.59 kmpl","1248 CC","74 bhp","5.0","5.8"
"Maruti Swift Dzire VDI","Hyderabad","2013.0","84175.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","6.95"
"Renault Scala RxL","Kolkata","2013.0","45000.0","Petrol","Manual","First","16.95 kmpl","1498 CC","97.6 bhp","5.0","2.4"
"Chevrolet Cruze LTZ AT","Mumbai","2013.0","59302.0","Diesel","Automatic","First","14.39 kmpl","1998 CC","163.7 bhp","5.0","5.25"
"Maruti Swift Dzire ZXi","Ahmedabad","2012.0","55002.0","Petrol","Manual","First","17.5 kmpl","1298 CC","85.8 bhp","5.0","4.25"
"Tata Indigo CS LX (TDI) BS III","Jaipur","2008.0","128813.0","Diesel","Manual","First","19.09 kmpl","1396 CC","69 bhp","5.0","1.5"
"Hyundai Grand i10 CRDi Sportz","Jaipur","2016.0","46522.0","Diesel","Manual","First","24.0 kmpl","1120 CC","70 bhp","5.0","4.5"
"Tata Indica Vista Quadrajet LS","Pune","2014.0","180000.0","Diesel","Manual","First","22.3 kmpl","1248 CC","74 bhp","5.0","2.5"
"Ford Fiesta 1.4 TDCi EXI","Chennai","2006.0","89326.0","Diesel","Manual","Third","17.8 kmpl","1399 CC","68 bhp","5.0","1.55"
"Renault Duster 85PS Diesel RxE","Pune","2016.0","54000.0","Diesel","Manual","First","19.87 kmpl","1461 CC","83.8 bhp","5.0","6.5"
"BMW 5 Series 520d Sedan","Pune","2012.0","95000.0","Diesel","Automatic","Second","18.48 kmpl","","","","18.0"
"Hyundai Grand i10 CRDi SportZ Edition","Kochi","2015.0","66337.0","Diesel","Manual","First","24.0 kmpl","1120 CC","70 bhp","5.0","4.96"
"Honda Brio S MT","Bangalore","2012.0","60000.0","Petrol","Manual","First","19.4 kmpl","1198 CC","86.8 bhp","5.0","3.25"
"Audi A4 1.8 TFSI","Kolkata","2010.0","38001.0","Petrol","Automatic","First","12.3 kmpl","1781 CC","163.2 bhp","5.0","8.5"
"Maruti Alto 800 2016-2019 LXI","Bangalore","2014.0","73000.0","Petrol","Manual","Second","24.7 kmpl","796 CC","47.3 bhp","5.0","2.75"
"Hyundai Verna Transform SX VTVT","Bangalore","2011.0","61000.0","Petrol","Manual","Second","16.2 kmpl","1599 CC","103.2 bhp","5.0","3.4"
"Maruti Ertiga ZDI","Hyderabad","2013.0","120000.0","Diesel","Manual","First","20.77 kmpl","1248 CC","88.8 bhp","7.0","7.0"
"Chevrolet Optra Magnum 1.6 LT ABS BS3","Kochi","2012.0","71787.0","Petrol","Manual","First","12.9 kmpl","1598 CC","102.5 bhp","5.0","3.21"
"Hyundai Creta 1.6 CRDi SX Option","Coimbatore","2016.0","11554.0","Diesel","Manual","First","19.67 kmpl","1582 CC","126.2 bhp","5.0","14.25"
"Volkswagen Vento 1.5 TDI Highline","Hyderabad","2014.0","90000.0","Diesel","Manual","First","20.34 kmpl","1498 CC","103.2 bhp","5.0","6.5"
"Honda City i VTEC SV","Kolkata","2014.0","48104.0","Petrol","Manual","First","17.4 kmpl","1497 CC","117.3 bhp","5.0","5.49"
"Hyundai Getz GLS ABS","Pune","2005.0","91000.0","Petrol","Manual","Third","16.8 kmpl","1341 CC","83 bhp","5.0","0.8"
"Hyundai Santro Xing XG eRLX Euro III","Kochi","2007.0","58815.0","Petrol","Manual","First","17.0 kmpl","1086 CC","null bhp","5.0","1.99"
"Hyundai Grand i10 AT Asta","Coimbatore","2015.0","33931.0","Petrol","Automatic","Second","18.9 kmpl","1197 CC","82 bhp","5.0","5.91"
"Hyundai Grand i10 1.2 Kappa Sportz Option","Coimbatore","2019.0","13916.0","Petrol","Manual","First","18.9 kmpl","1197 CC","81.86 bhp","5.0","6.44"
"Maruti Wagon R LXI CNG","Pune","2012.0","90400.0","CNG","Manual","First","26.2 km/kg","998 CC","58.2 bhp","5.0","2.9"
"Hyundai Grand i10 Sportz","Jaipur","2015.0","14000.0","Petrol","Manual","First","18.9 kmpl","1197 CC","82 bhp","5.0","4.6"
"Maruti Swift VDI BSIV","Pune","2007.0","121000.0","Diesel","Manual","Second","17.8 kmpl","1248 CC","null bhp","5.0","2.35"
"Hyundai i20 Asta 1.2","Coimbatore","2016.0","17560.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","7.21"
"Renault Duster 85PS Diesel RxL","Pune","2016.0","60000.0","Diesel","Manual","First","19.87 kmpl","1461 CC","83.8 bhp","5.0","8.0"
"Maruti Swift Dzire VDi","Hyderabad","2009.0","88096.0","Diesel","Manual","Second","19.3 kmpl","1248 CC","73.9 bhp","5.0","3.5"
"Toyota Innova 2.5 G (Diesel) 8 Seater BS IV","Pune","2008.0","178280.0","Diesel","Manual","First","12.8 kmpl","2494 CC","102 bhp","8.0","5.9"
"Tata Nano Twist XT","Coimbatore","2015.0","19963.0","Petrol","Manual","Second","25.4 kmpl","624 CC","37.5 bhp","4.0","1.74"
"Ford Figo 2015-2019 1.2P Sports Edition MT","Mumbai","2019.0","1000.0","Petrol","Manual","First","18.12 kmpl","1196 CC","86.8 bhp","5.0","6.8"
"Hyundai i20 1.2 Asta Option","Jaipur","2017.0","8000.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","7.5"
"Honda BRV i-VTEC V MT","Pune","2016.0","9200.0","Petrol","Manual","First","15.4 kmpl","1497 CC","117.3 bhp","7.0","8.0"
"Honda Amaze S Diesel","Hyderabad","2015.0","29000.0","Diesel","Manual","First","27.4 kmpl","1498 CC","98.6 bhp","5.0","5.99"
"Hyundai Creta 1.6 CRDi SX","Mumbai","2017.0","27000.0","Diesel","Manual","First","19.67 kmpl","1582 CC","126.2 bhp","5.0","12.9"
"Maruti Baleno Zeta 1.2","Delhi","2018.0","22900.0","Petrol","Manual","First","21.4 kmpl","1197 CC","83.1 bhp","5.0","7.0"
"Audi Q5 2.0 TDI Technology","Hyderabad","2014.0","50000.0","Diesel","Automatic","First","14.16 kmpl","1968 CC","174.3 bhp","5.0","35.0"
"Honda Amaze S i-DTEC","Jaipur","2015.0","60207.0","Diesel","Manual","First","25.8 kmpl","1498 CC","98.6 bhp","5.0","5.5"
"BMW X5 3.0d","Coimbatore","2010.0","101119.0","Diesel","Automatic","First","11.0 kmpl","2993 CC","235 bhp","5.0","18.46"
"Ford Figo Petrol Titanium","Jaipur","2010.0","42000.0","Petrol","Manual","First","15.6 kmpl","1196 CC","70 bhp","5.0","2.4"
"Maruti Wagon R VXI","Pune","2002.0","93000.0","Petrol","Manual","Third","18.9 kmpl","998 CC","67.1 bhp","5.0","1.0"
"Hyundai i10 Era","Ahmedabad","2012.0","60000.0","Petrol","Manual","Second","19.81 kmpl","1086 CC","68.05 bhp","5.0","2.65"
"Skoda Rapid 1.5 TDI AT Elegance","Kochi","2015.0","66122.0","Diesel","Automatic","First","21.66 kmpl","1498 CC","103.52 bhp","5.0","5.96"
"Porsche Panamera Diesel","Kolkata","2015.0","25100.0","Diesel","Automatic","First","17.85 kmpl","2967 CC","300 bhp","4.0","75.0"
"Mercedes-Benz CLA 200 Sport Edition","Kochi","2017.0","24733.0","Petrol","Automatic","First","15.04 kmpl","1991 CC","183 bhp","5.0","27.15"
"Audi A6 2.8 FSI","Ahmedabad","2008.0","41000.0","Petrol","Automatic","Second","10.4 kmpl","2773 CC","201 bhp","5.0","10.5"
"Maruti Ciaz ZXi Plus","Chennai","2015.0","30000.0","Petrol","Manual","First","20.73 kmpl","1373 CC","91.1 bhp","5.0","6.7"
"Ford Ecosport 1.5 DV5 MT Titanium","Kolkata","2013.0","36000.0","Diesel","Manual","First","22.7 kmpl","1498 CC","89.84 bhp","5.0","4.9"
"Mahindra Bolero mHAWK D70 ZLX","Hyderabad","2017.0","40279.0","Diesel","Manual","First","16.5 kmpl","1493 CC","70 bhp","7.0","8.0"
"Maruti Alto K10 VXI","Kochi","2018.0","46805.0","Petrol","Manual","First","24.07 kmpl","998 CC","67.1 bhp","5.0","3.63"
"Maruti Swift Dzire 1.2 Vxi BSIV","Mumbai","2015.0","60000.0","Petrol","Manual","First","17.5 kmpl","1197 CC","85.8 bhp","5.0","4.8"
"Tata Zest Revotron 1.2T XE","Mumbai","2017.0","100000.0","Petrol","Manual","First","17.57 kmpl","1193 CC","88.7 bhp","5.0","4.25"
"Maruti Swift 1.3 VXi","Kolkata","2014.0","32986.0","Petrol","Manual","First","16.1 kmpl","","","","4.24"
"Ford Endeavour 3.2 Trend AT 4X4","Coimbatore","2018.0","51530.0","Diesel","Automatic","First","10.91 kmpl","3198 CC","197.2 bhp","7.0","30.27"
"Mercedes-Benz New C-Class C 220 CDI CLASSIC","Jaipur","2013.0","81456.0","Diesel","Manual","First","15.8 kmpl","2148 CC","170 bhp","5.0","14.25"
"Hyundai i10 Sportz AT","Ahmedabad","2012.0","37229.0","Petrol","Automatic","First","16.95 kmpl","1197 CC","78.9 bhp","5.0","3.41"
"Honda City 1.5 S MT","Delhi","2009.0","73200.0","Petrol","Manual","First","17.0 kmpl","1497 CC","118 bhp","5.0","2.78"
"Skoda Octavia Elegance 2.0 TDI AT","Ahmedabad","2015.0","71826.0","Diesel","Automatic","First","19.3 kmpl","1968 CC","141 bhp","5.0","15.5"
"Tata Indica V2 eLS","Chennai","2017.0","129000.0","Diesel","Manual","First","25.0 kmpl","1396 CC","69 bhp","5.0","3.0"
"Maruti Wagon R VXi BSII","Pune","2012.0","82000.0","Petrol","Manual","First","18.9 kmpl","998 CC","67.1 bhp","5.0","2.3"
"Hyundai Creta 1.6 CRDi SX","Kochi","2017.0","40459.0","Diesel","Manual","First","19.67 kmpl","1582 CC","126.2 bhp","5.0","13.28"
"Maruti A-Star Lxi","Hyderabad","2009.0","61964.0","Petrol","Manual","First","19.0 kmpl","998 CC","66.1 bhp","5.0","2.25"
"Maruti Wagon R LXI","Kochi","2011.0","15466.0","Petrol","Manual","First","22.5 kmpl","998 CC","67.04 bhp","5.0","3.36"
"Honda Mobilio E i VTEC","Kolkata","2014.0","23000.0","Petrol","Manual","First","17.3 kmpl","1497 CC","117.3 bhp","7.0","4.25"
"Hyundai i10 Magna","Coimbatore","2012.0","43766.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","4.3"
